match_id,home_team_id,away_team_id,date,home_team_goal,away_team_goal,home_team_build_up_play_speed,home_team_build_up_play_dribbling,home_team_build_up_play_passing,home_team_chance_creationg_passing,home_team_chance_creation_crossing,home_team_chance_creation_shooting,home_team_defence_pressure,home_team_defence_aggression,home_team_defence_team_width,away_team_build_up_play_speed,away_team_build_up_play_dribbling,away_team_build_up_play_passing,away_team_chance_creationg_passing,away_team_chance_creation_crossing,away_team_chance_creation_shooting,away_team_defence_pressure,away_team_defence_aggression,away_team_defence_team_width
665704,9994,8203,2010-02-06 00:00:00.000000,2,1,60,48.607361963190186,60,50,40,50,65,65,70,65,48.607361963190186,60,50,40,50,60,70,60
665706,8571,9986,2010-02-07 00:00:00.000000,2,1,50,48.607361963190186,60,50,50,50,60,60,65,40,48.607361963190186,50,45,43,60,70,70,70
665710,10001,9993,2010-02-06 00:00:00.000000,1,1,45,48.607361963190186,60,40,45,55,70,70,70,35,48.607361963190186,35,45,40,50,70,70,70
665712,9985,10001,2010-02-14 00:00:00.000000,1,0,53,48.607361963190186,40,55,55,65,70,70,65,45,48.607361963190186,60,40,45,55,70,70,70
665717,9986,8635,2010-03-06 00:00:00.000000,0,2,40,48.607361963190186,50,45,43,60,70,70,70,50,48.607361963190186,35,70,50,60,70,50,70
665719,9984,9994,2010-03-06 00:00:00.000000,4,0,45,48.607361963190186,35,70,45,55,65,60,70,60,48.607361963190186,60,50,40,50,65,65,70
665721,9991,8342,2010-02-14 00:00:00.000000,1,1,70,48.607361963190186,65,60,50,60,45,50,40,35,48.607361963190186,40,45,50,45,60,70,70
665723,8203,9987,2010-03-07 00:00:00.000000,2,1,65,48.607361963190186,60,50,40,50,60,70,60,45,48.607361963190186,45,50,35,60,70,65,70
665725,9999,8571,2010-02-13 00:00:00.000000,0,2,65,48.607361963190186,60,50,35,40,65,70,70,50,48.607361963190186,60,50,50,50,60,60,65
665727,9993,10000,2010-03-07 00:00:00.000000,1,1,35,48.607361963190186,35,45,40,50,70,70,70,65,48.607361963190186,60,60,40,50,70,60,70
665728,8342,9985,2010-02-21 00:00:00.000000,2,1,35,48.607361963190186,40,45,50,45,60,70,70,53,48.607361963190186,40,55,55,65,70,70,65
665729,8635,8203,2010-02-21 00:00:00.000000,2,0,50,48.607361963190186,35,70,50,60,70,50,70,65,48.607361963190186,60,50,40,50,60,70,60
665730,9987,9994,2010-02-19 00:00:00.000000,3,1,45,48.607361963190186,45,50,35,60,70,65,70,60,48.607361963190186,60,50,40,50,65,65,70
665731,10000,9999,2010-02-20 00:00:00.000000,1,1,65,48.607361963190186,60,60,40,50,70,60,70,65,48.607361963190186,60,50,35,40,65,70,70
665732,9991,9997,2010-02-20 00:00:00.000000,0,1,70,48.607361963190186,65,60,50,60,45,50,40,50,48.607361963190186,50,50,50,50,50,50,50
665733,8571,9984,2010-02-20 00:00:00.000000,3,1,50,48.607361963190186,60,50,50,50,60,60,65,45,48.607361963190186,35,70,45,55,65,60,70
665735,10001,9986,2010-02-20 00:00:00.000000,4,0,45,48.607361963190186,60,40,45,55,70,70,70,40,48.607361963190186,50,45,43,60,70,70,70
665737,9997,8342,2010-02-28 00:00:00.000000,1,1,50,48.607361963190186,50,50,50,50,50,50,50,35,48.607361963190186,40,45,50,45,60,70,70
665738,9986,10000,2010-02-28 00:00:00.000000,0,0,40,48.607361963190186,50,45,43,60,70,70,70,65,48.607361963190186,60,60,40,50,70,60,70
665739,9984,9987,2010-02-27 00:00:00.000000,1,0,45,48.607361963190186,35,70,45,55,65,60,70,45,48.607361963190186,45,50,35,60,70,65,70
665740,9994,10001,2010-02-27 00:00:00.000000,1,0,60,48.607361963190186,60,50,40,50,65,65,70,45,48.607361963190186,60,40,45,55,70,70,70
665741,8203,8571,2010-02-27 00:00:00.000000,1,1,65,48.607361963190186,60,50,40,50,60,70,60,50,48.607361963190186,60,50,50,50,60,60,65
665742,9999,8635,2010-02-28 00:00:00.000000,1,2,65,48.607361963190186,60,50,35,40,65,70,70,50,48.607361963190186,35,70,50,60,70,50,70
665743,9993,9991,2010-02-26 00:00:00.000000,1,1,35,48.607361963190186,35,45,40,50,70,70,70,70,48.607361963190186,65,60,50,60,45,50,40
665744,8342,9999,2010-03-14 00:00:00.000000,1,0,35,48.607361963190186,40,45,50,45,60,70,70,65,48.607361963190186,60,50,35,40,65,70,70
665745,8635,9987,2010-03-14 00:00:00.000000,2,0,50,48.607361963190186,35,70,50,60,70,50,70,45,48.607361963190186,45,50,35,60,70,65,70
665746,9997,9993,2010-03-14 00:00:00.000000,2,0,50,48.607361963190186,50,50,50,50,50,50,50,35,48.607361963190186,35,45,40,50,70,70,70
665749,10000,9985,2010-03-14 00:00:00.000000,1,1,65,48.607361963190186,60,60,40,50,70,60,70,53,48.607361963190186,40,55,55,65,70,70,65
665751,9991,9986,2010-03-14 00:00:00.000000,2,1,70,48.607361963190186,65,60,50,60,45,50,40,40,48.607361963190186,50,45,43,60,70,70,70
665753,8571,9994,2010-03-14 00:00:00.000000,3,1,50,48.607361963190186,60,50,50,50,60,60,65,60,48.607361963190186,60,50,40,50,65,65,70
665757,10001,9984,2010-03-14 00:00:00.000000,2,1,45,48.607361963190186,60,40,45,55,70,70,70,45,48.607361963190186,35,70,45,55,65,60,70
665761,9985,9991,2010-03-21 00:00:00.000000,0,2,53,48.607361963190186,40,55,55,65,70,70,65,70,48.607361963190186,65,60,50,60,45,50,40
665763,9987,8571,2010-03-21 00:00:00.000000,1,1,45,48.607361963190186,45,50,35,60,70,65,70,50,48.607361963190186,60,50,50,50,60,60,65
665767,9984,9997,2010-03-21 00:00:00.000000,3,1,45,48.607361963190186,35,70,45,55,65,60,70,50,48.607361963190186,50,50,50,50,50,50,50
665769,9994,8635,2010-03-21 00:00:00.000000,0,4,60,48.607361963190186,60,50,40,50,65,65,70,50,48.607361963190186,35,70,50,60,70,50,70
665771,8203,10000,2010-03-21 00:00:00.000000,2,1,65,48.607361963190186,60,50,40,50,60,70,60,65,48.607361963190186,60,60,40,50,70,60,70
665774,9999,10001,2010-03-21 00:00:00.000000,0,0,65,48.607361963190186,60,50,35,40,65,70,70,45,48.607361963190186,60,40,45,55,70,70,70
665775,9993,8342,2010-03-21 00:00:00.000000,1,4,35,48.607361963190186,35,45,40,50,70,70,70,35,48.607361963190186,40,45,50,45,60,70,70
838468,8571,8342,2010-07-31 00:00:00.000000,1,0,50,48.607361963190186,60,50,50,50,60,60,65,35,48.607361963190186,40,45,50,45,60,70,70
838469,8203,9994,2010-07-31 00:00:00.000000,2,0,65,48.607361963190186,60,50,40,50,60,70,60,60,48.607361963190186,60,50,40,50,65,65,70
838472,10001,9991,2010-07-31 00:00:00.000000,0,1,45,48.607361963190186,60,40,45,55,70,70,70,70,48.607361963190186,65,60,50,60,45,50,40
838474,9985,10000,2010-07-30 00:00:00.000000,1,1,53,48.607361963190186,40,55,55,65,70,70,65,65,48.607361963190186,60,60,40,50,70,60,70
838475,9984,9986,2010-08-01 00:00:00.000000,1,1,45,48.607361963190186,35,70,45,55,65,60,70,40,48.607361963190186,50,45,43,60,70,70,70
838476,9987,9993,2010-08-01 00:00:00.000000,2,1,45,48.607361963190186,45,50,35,60,70,65,70,35,48.607361963190186,35,45,40,50,70,70,70
838581,8342,9991,2010-10-03 00:00:00.000000,3,2,35,48.607361963190186,40,45,50,45,60,70,70,70,48.607361963190186,65,60,50,60,45,50,40
838582,9985,8635,2010-10-03 00:00:00.000000,5,1,53,48.607361963190186,40,55,55,65,70,70,65,50,48.607361963190186,35,70,50,60,70,50,70
838583,9997,10001,2010-10-02 00:00:00.000000,1,2,50,48.607361963190186,50,50,50,50,50,50,50,45,48.607361963190186,60,40,45,55,70,70,70
838584,10000,9986,2010-10-02 00:00:00.000000,1,1,65,48.607361963190186,60,60,40,50,70,60,70,40,48.607361963190186,50,45,43,60,70,70,70
838585,9994,9993,2010-10-02 00:00:00.000000,1,0,60,48.607361963190186,60,50,40,50,65,65,70,35,48.607361963190186,35,45,40,50,70,70,70
838587,8203,9987,2010-10-01 00:00:00.000000,2,2,65,48.607361963190186,60,50,40,50,60,70,60,45,48.607361963190186,45,50,35,60,70,65,70
838590,9991,8571,2010-10-16 00:00:00.000000,2,0,70,48.607361963190186,65,60,50,60,45,50,40,50,48.607361963190186,60,50,50,50,60,60,65
838591,9987,9985,2010-10-17 00:00:00.000000,4,2,45,48.607361963190186,45,50,35,60,70,65,70,53,48.607361963190186,40,55,55,65,70,70,65
838594,10000,8342,2010-10-15 00:00:00.000000,2,3,65,48.607361963190186,60,60,40,50,70,60,70,35,48.607361963190186,40,45,50,45,60,70,70
838595,9986,9994,2010-10-16 00:00:00.000000,1,2,40,48.607361963190186,50,45,43,60,70,70,70,60,48.607361963190186,60,50,40,50,65,65,70
838597,10001,8203,2010-10-16 00:00:00.000000,1,1,45,48.607361963190186,60,40,45,55,70,70,70,65,48.607361963190186,60,50,40,50,60,70,60
838598,9984,8635,2010-10-17 00:00:00.000000,1,0,45,48.607361963190186,35,70,45,55,65,60,70,50,48.607361963190186,35,70,50,60,70,50,70
838599,8635,10001,2010-10-24 00:00:00.000000,2,0,50,48.607361963190186,35,70,50,60,70,50,70,45,48.607361963190186,60,40,45,55,70,70,70
838600,9985,9991,2010-10-24 00:00:00.000000,2,1,53,48.607361963190186,40,55,55,65,70,70,65,70,48.607361963190186,65,60,50,60,45,50,40
838602,9997,9986,2010-10-23 00:00:00.000000,3,2,50,48.607361963190186,50,50,50,50,50,50,50,40,48.607361963190186,50,45,43,60,70,70,70
838603,9994,8342,2010-10-24 00:00:00.000000,1,0,60,48.607361963190186,60,50,40,50,65,65,70,35,48.607361963190186,40,45,50,45,60,70,70
838604,8571,9987,2010-10-22 00:00:00.000000,1,0,50,48.607361963190186,60,50,50,50,60,60,65,45,48.607361963190186,45,50,35,60,70,65,70
838605,8203,9993,2010-10-23 00:00:00.000000,5,1,65,48.607361963190186,60,50,40,50,60,70,60,35,48.607361963190186,35,45,40,50,70,70,70
838621,8342,9985,2010-10-31 00:00:00.000000,2,2,35,48.607361963190186,40,45,50,45,60,70,70,53,48.607361963190186,40,55,55,65,70,70,65
838622,9991,8203,2010-10-30 00:00:00.000000,3,1,70,48.607361963190186,65,60,50,60,45,50,40,65,48.607361963190186,60,50,40,50,60,70,60
838623,9987,8635,2010-10-31 00:00:00.000000,1,2,45,48.607361963190186,45,50,35,60,70,65,70,50,48.607361963190186,35,70,50,60,70,50,70
838624,9993,9997,2010-10-30 00:00:00.000000,0,0,35,48.607361963190186,35,45,40,50,70,70,70,50,48.607361963190186,50,50,50,50,50,50,50
838625,10000,9994,2010-10-30 00:00:00.000000,1,1,65,48.607361963190186,60,60,40,50,70,60,70,60,48.607361963190186,60,50,40,50,65,65,70
838628,9986,8571,2010-10-29 00:00:00.000000,0,0,40,48.607361963190186,50,45,43,60,70,70,70,50,48.607361963190186,60,50,50,50,60,60,65
838632,10001,9984,2010-10-30 00:00:00.000000,2,1,45,48.607361963190186,60,40,45,55,70,70,70,45,48.607361963190186,35,70,45,55,65,60,70
838635,8635,8342,2010-11-07 00:00:00.000000,2,2,50,48.607361963190186,35,70,50,60,70,50,70,35,48.607361963190186,40,45,50,45,60,70,70
838639,9997,10000,2010-11-06 00:00:00.000000,0,3,50,48.607361963190186,50,50,50,50,50,50,50,65,48.607361963190186,60,60,40,50,70,60,70
838640,8571,9993,2010-11-06 00:00:00.000000,4,0,50,48.607361963190186,60,50,50,50,60,60,65,35,48.607361963190186,35,45,40,50,70,70,70
838641,8203,9986,2010-11-06 00:00:00.000000,2,0,65,48.607361963190186,60,50,40,50,60,70,60,40,48.607361963190186,50,45,43,60,70,70,70
838644,10001,9987,2010-11-05 00:00:00.000000,1,1,45,48.607361963190186,60,40,45,55,70,70,70,45,48.607361963190186,45,50,35,60,70,65,70
838646,9984,9991,2010-11-07 00:00:00.000000,0,1,45,48.607361963190186,35,70,45,55,65,60,70,70,48.607361963190186,65,60,50,60,45,50,40
838652,9991,8635,2010-11-14 00:00:00.000000,1,2,70,48.607361963190186,65,60,50,60,45,50,40,50,48.607361963190186,35,70,50,60,70,50,70
838654,9987,9984,2010-11-13 00:00:00.000000,3,0,45,48.607361963190186,45,50,35,60,70,65,70,45,48.607361963190186,35,70,45,55,65,60,70
838656,9993,9985,2010-11-13 00:00:00.000000,0,1,35,48.607361963190186,35,45,40,50,70,70,70,53,48.607361963190186,40,55,55,65,70,70,65
838657,10000,8571,2010-11-14 00:00:00.000000,1,1,65,48.607361963190186,60,60,40,50,70,60,70,50,48.607361963190186,60,50,50,50,60,60,65
838658,9986,10001,2010-11-13 00:00:00.000000,0,1,40,48.607361963190186,50,45,43,60,70,70,70,45,48.607361963190186,60,40,45,55,70,70,70
838659,9994,9997,2010-11-13 00:00:00.000000,3,0,60,48.607361963190186,60,50,40,50,65,65,70,50,48.607361963190186,50,50,50,50,50,50,50
838661,6351,8203,2011-01-18 00:00:00.000000,0,1,50,48.607361963190186,55,50,55,55,50,50,55,67,48.607361963190186,57,47,47,52,48,61,48
838664,8342,9984,2010-11-21 00:00:00.000000,0,1,35,48.607361963190186,40,45,50,45,60,70,70,45,48.607361963190186,35,70,45,55,65,60,70
838665,9991,10001,2010-11-20 00:00:00.000000,4,4,70,48.607361963190186,65,60,50,60,45,50,40,45,48.607361963190186,60,40,45,55,70,70,70
838667,9993,8635,2010-11-20 00:00:00.000000,0,1,35,48.607361963190186,35,45,40,50,70,70,70,50,48.607361963190186,35,70,50,60,70,50,70
838669,10000,9985,2010-11-21 00:00:00.000000,2,0,65,48.607361963190186,60,60,40,50,70,60,70,53,48.607361963190186,40,55,55,65,70,70,65
838671,9986,9987,2010-11-20 00:00:00.000000,1,3,40,48.607361963190186,50,45,43,60,70,70,70,45,48.607361963190186,45,50,35,60,70,65,70
838673,9994,8203,2010-11-20 00:00:00.000000,3,1,60,48.607361963190186,60,50,40,50,65,65,70,65,48.607361963190186,60,50,40,50,60,70,60
838677,8635,9986,2010-11-27 00:00:00.000000,4,1,50,48.607361963190186,35,70,50,60,70,50,70,40,48.607361963190186,50,45,43,60,70,70,70
838680,9987,9991,2010-11-26 00:00:00.000000,1,2,45,48.607361963190186,45,50,35,60,70,65,70,70,48.607361963190186,65,60,50,60,45,50,40
838681,9997,8342,2010-11-28 00:00:00.000000,2,1,50,48.607361963190186,50,50,50,50,50,50,50,35,48.607361963190186,40,45,50,45,60,70,70
838684,8571,9994,2011-01-18 00:00:00.000000,0,0,38,48.607361963190186,65,38,69,52,34,57,47,66,48.607361963190186,53,48,46,52,48,58,55
838686,8203,10000,2010-11-28 00:00:00.000000,0,0,65,48.607361963190186,60,50,40,50,60,70,60,65,48.607361963190186,60,60,40,50,70,60,70
838689,9984,9993,2010-11-27 00:00:00.000000,1,1,45,48.607361963190186,35,70,45,55,65,60,70,35,48.607361963190186,35,45,40,50,70,70,70
838692,8342,10001,2010-12-05 00:00:00.000000,4,3,35,48.607361963190186,40,45,50,45,60,70,70,45,48.607361963190186,60,40,45,55,70,70,70
838694,9993,9987,2010-12-05 00:00:00.000000,0,1,35,48.607361963190186,35,45,40,50,70,70,70,45,48.607361963190186,45,50,35,60,70,65,70
838695,9997,8571,2010-12-04 00:00:00.000000,1,0,50,48.607361963190186,50,50,50,50,50,50,50,50,48.607361963190186,60,50,50,50,60,60,65
838696,10000,8635,2010-12-05 00:00:00.000000,1,2,65,48.607361963190186,60,60,40,50,70,60,70,50,48.607361963190186,35,70,50,60,70,50,70
838698,9986,9984,2011-03-23 00:00:00.000000,0,3,47,48.607361963190186,36,34,33,53,49,58,48,50,48.607361963190186,50,70,65,65,60,50,70
838699,9994,9985,2010-12-03 00:00:00.000000,2,1,60,48.607361963190186,60,50,40,50,65,65,70,53,48.607361963190186,40,55,55,65,70,70,65
838701,9989,8203,2011-02-15 00:00:00.000000,2,1,48,48.607361963190186,65,55,45,50,46,48,45,67,48.607361963190186,57,47,47,52,48,61,48
838707,8635,9994,2010-12-12 00:00:00.000000,0,0,50,48.607361963190186,35,70,50,60,70,50,70,60,48.607361963190186,60,50,40,50,65,65,70
838709,9985,9997,2010-12-11 00:00:00.000000,1,0,53,48.607361963190186,40,55,55,65,70,70,65,50,48.607361963190186,50,50,50,50,50,50,50
838710,9991,9986,2010-12-11 00:00:00.000000,2,1,70,48.607361963190186,65,60,50,60,45,50,40,40,48.607361963190186,50,45,43,60,70,70,70
838714,8203,8342,2010-12-10 00:00:00.000000,0,1,65,48.607361963190186,60,50,40,50,60,70,60,35,48.607361963190186,40,45,50,45,60,70,70
838716,10001,9993,2010-12-11 00:00:00.000000,1,1,45,48.607361963190186,60,40,45,55,70,70,70,35,48.607361963190186,35,45,40,50,70,70,70
838718,9984,10000,2010-12-11 00:00:00.000000,1,3,45,48.607361963190186,35,70,45,55,65,60,70,65,48.607361963190186,60,60,40,50,70,60,70
838478,8342,9997,2010-08-07 00:00:00.000000,4,1,35,48.607361963190186,40,45,50,45,60,70,70,50,48.607361963190186,50,50,50,50,50,50,50
838479,9991,9987,2010-08-08 00:00:00.000000,0,4,70,48.607361963190186,65,60,50,60,45,50,40,45,48.607361963190186,45,50,35,60,70,65,70
838481,9993,9984,2010-08-08 00:00:00.000000,0,0,35,48.607361963190186,35,45,40,50,70,70,70,45,48.607361963190186,35,70,45,55,65,60,70
838482,10000,8203,2010-08-07 00:00:00.000000,1,2,65,48.607361963190186,60,60,40,50,70,60,70,65,48.607361963190186,60,50,40,50,60,70,60
838484,9986,8635,2010-08-07 00:00:00.000000,0,0,40,48.607361963190186,50,45,43,60,70,70,70,50,48.607361963190186,35,70,50,60,70,50,70
838486,9994,8571,2010-08-07 00:00:00.000000,1,1,60,48.607361963190186,60,50,40,50,65,65,70,50,48.607361963190186,60,50,50,50,60,60,65
838720,8342,8635,2010-12-19 00:00:00.000000,0,2,35,48.607361963190186,40,45,50,45,60,70,70,50,48.607361963190186,35,70,50,60,70,50,70
838721,9993,9991,2011-02-16 00:00:00.000000,2,2,47,48.607361963190186,37,54,64,67,33,34,48,55,48.607361963190186,55,54,74,56,61,39,38
838723,9997,8203,2011-02-23 00:00:00.000000,0,1,53,48.607361963190186,53,48,52,53,46,46,46,67,48.607361963190186,57,47,47,52,48,61,48
838725,10000,10001,2010-12-18 00:00:00.000000,2,0,65,48.607361963190186,60,60,40,50,70,60,70,45,48.607361963190186,60,40,45,55,70,70,70
838727,9994,9984,2011-02-02 00:00:00.000000,2,1,66,48.607361963190186,53,48,46,52,48,58,55,50,48.607361963190186,50,70,65,65,60,50,70
838728,8571,9985,2010-12-17 00:00:00.000000,2,1,50,48.607361963190186,60,50,50,50,60,60,65,53,48.607361963190186,40,55,55,65,70,70,65
838734,9991,8342,2010-12-26 00:00:00.000000,0,2,70,48.607361963190186,65,60,50,60,45,50,40,35,48.607361963190186,40,45,50,45,60,70,70
838735,9987,9997,2011-02-02 00:00:00.000000,1,1,66,48.607361963190186,52,65,66,51,48,47,54,53,48.607361963190186,53,48,52,53,46,46,46
838736,9986,9993,2011-02-02 00:00:00.000000,2,0,47,48.607361963190186,36,34,33,53,49,58,48,47,48.607361963190186,37,54,64,67,33,34,48
838738,8203,8571,2011-02-02 00:00:00.000000,1,0,67,48.607361963190186,57,47,47,52,48,61,48,38,48.607361963190186,65,38,69,52,34,57,47
838739,6351,10000,2011-02-02 00:00:00.000000,0,2,50,48.607361963190186,55,50,55,55,50,50,55,52,48.607361963190186,52,52,48,53,46,48,53
838741,10001,9994,2011-02-16 00:00:00.000000,1,2,34,48.607361963190186,52,66,48,53,48,59,67,66,48.607361963190186,53,48,46,52,48,58,55
838742,9984,9985,2010-12-26 00:00:00.000000,1,0,45,48.607361963190186,35,70,45,55,65,60,70,53,48.607361963190186,40,55,55,65,70,70,65
838746,8342,9986,2010-12-29 00:00:00.000000,5,0,35,48.607361963190186,40,45,50,45,60,70,70,40,48.607361963190186,50,45,43,60,70,70,70
838748,9985,8203,2011-02-26 00:00:00.000000,3,0,68,48.607361963190186,66,53,66,63,59,47,66,67,48.607361963190186,57,47,47,52,48,61,48
838752,9997,9984,2011-02-27 00:00:00.000000,0,3,53,48.607361963190186,53,48,52,53,46,46,46,50,48.607361963190186,50,70,65,65,60,50,70
838753,10000,9991,2010-12-30 00:00:00.000000,2,2,65,48.607361963190186,60,60,40,50,70,60,70,70,48.607361963190186,65,60,50,60,45,50,40
838754,9994,9987,2010-12-30 00:00:00.000000,2,2,60,48.607361963190186,60,50,40,50,65,65,70,45,48.607361963190186,45,50,35,60,70,65,70
838755,8571,8635,2010-12-29 00:00:00.000000,0,2,50,48.607361963190186,60,50,50,50,60,60,65,50,48.607361963190186,35,70,50,60,70,50,70
838759,8635,9985,2011-01-23 00:00:00.000000,2,0,50,48.607361963190186,52,70,50,60,70,50,70,68,48.607361963190186,66,53,66,63,59,47,66
838761,9991,9994,2011-01-23 00:00:00.000000,2,1,55,48.607361963190186,55,54,74,56,61,39,38,66,48.607361963190186,53,48,46,52,48,58,55
838764,9987,8571,2011-01-22 00:00:00.000000,3,2,66,48.607361963190186,52,65,66,51,48,47,54,38,48.607361963190186,65,38,69,52,34,57,47
838765,9993,10000,2011-01-22 00:00:00.000000,3,0,47,48.607361963190186,37,54,64,67,33,34,48,52,48.607361963190186,52,52,48,53,46,48,53
838767,9986,8203,2011-01-22 00:00:00.000000,0,0,47,48.607361963190186,36,34,33,53,49,58,48,67,48.607361963190186,57,47,47,52,48,61,48
838768,6351,8342,2011-01-21 00:00:00.000000,1,4,50,48.607361963190186,55,50,55,55,50,50,55,67,48.607361963190186,47,68,49,53,57,44,47
838770,10001,9997,2011-01-22 00:00:00.000000,3,0,34,48.607361963190186,52,66,48,53,48,59,67,53,48.607361963190186,53,48,52,53,46,46,46
838772,9984,9989,2011-01-22 00:00:00.000000,3,0,50,48.607361963190186,50,70,65,65,60,50,70,48,48.607361963190186,65,55,45,50,46,48,45
838773,8342,9993,2011-01-29 00:00:00.000000,1,0,67,48.607361963190186,47,68,49,53,57,44,47,47,48.607361963190186,37,54,64,67,33,34,48
838774,9985,10001,2011-01-29 00:00:00.000000,2,1,68,48.607361963190186,66,53,66,63,59,47,66,34,48.607361963190186,52,66,48,53,48,59,67
838775,9997,9991,2011-01-30 00:00:00.000000,1,1,53,48.607361963190186,53,48,52,53,46,46,46,55,48.607361963190186,55,54,74,56,61,39,38
838777,10000,9987,2011-01-28 00:00:00.000000,0,1,52,48.607361963190186,52,52,48,53,46,48,53,66,48.607361963190186,52,65,66,51,48,47,54
838778,9994,6351,2011-01-29 00:00:00.000000,0,2,66,48.607361963190186,53,48,46,52,48,58,55,50,48.607361963190186,55,50,55,55,50,50,55
838780,8571,9984,2011-01-29 00:00:00.000000,2,1,38,48.607361963190186,65,38,69,52,34,57,47,50,48.607361963190186,50,70,65,65,60,50,70
